Restaurant ID,Location,Restaurant Name,Postal Code,Restaurant Address,Lat,Lng
185,Queen West,The Kettle Modern Indian Canadian Food,M6J 1E6,"685 Queen Street West, Old Toronto, ON M6J 1E6, Canada",43.64689890054072,-79.40494049999998
186,Queen West,The Dime on Queen,M5V 2B5,"538 Queen Street West, Old Toronto, ON M5V 2B5, Canada",43.647590800540726,-79.4026344
187,Queen West,Osmow's,M5V 2B7,"611 Queen Street West, Old Toronto, ON M5V 2B7, Canada",43.64735020054073,-79.40244869999998
188,Queen West,Osteria Du,M5V 2B5,"536 Queen Street West, Old Toronto, ON M5V 2B5, Canada",43.64760570054072,-79.4025347
189,Queen West,Zakkushi,M6J 1E4,"620 Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.647015800540736,-79.40548289999998
190,Queen West,Lisa Marie,M6J 1E4,"638 Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.646894600540726,-79.40606069999998
191,Queen West,La Hacienda Restaurant,M6J 1E4,"640 Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.646882000540714,-79.4061183
192,Queen West,Ramen Misoya,M6J 1E4,"646 Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.64685180054072,-79.4062923
193,Queen West,Il Vegano,M5V 2B6,"502 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.64794460054072,-79.4013048
194,Queen West,DeMen Bistro,M5V 2B6,"500 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.647879100540706,-79.401228
195,Queen West,Rosie’s Burger,M5V 2B6,"573 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.64768600054072,-79.40104109999999
196,Queen West,Bar Altura,M5V 2B6,"571 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.64769170054073,-79.4009601
197,Queen West,I Love Sushi,M5V 2B6,"494 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.647907600540734,-79.40106049999999
198,Queen West,La Palette,M5V 2B6,"492 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.64791800054072,-79.4009864
199,Queen West,Arepa Cafe,M5V 2B6,"490 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.6479326005407,-79.4009277
200,Queen West,Karahi Boys,M6J 1E4,"Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.64641900054073,-79.4069843
201,Queen West,Campechano Taqueria,M5V 1M3,"Adelaide Street West, Old Toronto, ON M5V 1M3, Canada",43.645794500540745,-79.4007525
202,Queen West,Harlem Underground,M6J 1E4,"745 Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.64645440054073,-79.40713429999998
203,Queen West,Saku,M5V 2B6,"478 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.648066800540704,-79.40030429999999
204,Queen West,Soufi's,M6J 1E4,"676 Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.64663640054072,-79.4073465
205,Queen West,BarChef,M5V 2B6,"472 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.6480940005407,-79.4001545
206,Queen West,Tibet Kitchen,M6J 1E4,"757 Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.64635800054074,-79.4074889
207,Queen West,Little Sister,M5V 1M3,"102 Portland Street, Old Toronto, ON M5V 1M3, Canada",43.64527820054073,-79.4005672
208,Queen West,Freshii,M5V 2Y6,"700 King Street West, Old Toronto, ON M5V 2Y6, Canada",43.64415790054076,-79.4030516
209,Queen West,Java House,M5V 2B6,"537 Queen Street West, Old Toronto, ON M5V 2B6, Canada",43.64783300054071,-79.39974499999998
210,Queen West,VELA,M5V 1M3,"604 King Street West, Old Toronto, ON M5V 1M3, Canada",43.644908700540746,-79.4004146
211,Queen West,Drom Taberna,M5V 2B4,"458 Queen Street West, Old Toronto, ON M5V 2B4, Canada",43.64820600054072,-79.39955769999999
212,Queen West,Beast Restaurant,M6J 2H1,"96 Tecumseth Street, Old Toronto, ON M6J 2H1, Canada",43.64408780054076,-79.40564699999999
213,Queen West,Banu,M6J 1G1,"777 Queen Street West, Old Toronto, ON M6J 1G1, Canada",43.64625950054074,-79.40808049999998
214,Queen West,Wild Wing,M5V 1M0,"675 King Street West, Old Toronto, ON M5V 1M0, Canada",43.643717200540756,-79.4030555
215,Queen West,Coco Rice,M5V 1M9,"669 King Street West, Old Toronto, ON M5V 1M9, Canada",43.643717200540756,-79.40296639999998
216,Queen West,Oretta,M5V 1M5,"633 King Street West, Old Toronto, ON M5V 1M5, Canada",43.64393280054076,-79.4017977
217,Queen West,Milagro,M6J 1E4,"Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.646217600540744,-79.4082724
218,Queen West,Lavelle,M5V 1M5,"627 King Street West, Old Toronto, ON M5V 1M5, Canada",43.64400940054076,-79.40148339999999
219,Queen West,Rosina,M5V 1M0,"740 King Street West, Old Toronto, ON M5V 1M0, Canada",43.64365760054076,-79.404683
220,Queen West,Nana's green curry,M6J 1E4,"Queen Street West, Old Toronto, ON M6J 1E4, Canada",43.64620770054073,-79.4083358
221,Queen West,My Meatball Place,M5V 1M5,"617 King Street West, Old Toronto, ON M5V 1M5, Canada",43.644109000540766,-79.4009627
222,Queen West,Ichiban Sushi,M5V 1M0,"750 King Street West, Old Toronto, ON M5V 1M0, Canada",43.643601300540766,-79.4050296
223,Queen West,Bamboo Buddha,M5V 1M0,"752 King Street West, Old Toronto, ON M5V 1M0, Canada",43.64359190054076,-79.40509169999999
224,Queen West,WVRST,M5V 1M5,"609 King Street West, Old Toronto, ON M5V 1M5, Canada",43.644225500540756,-79.4005946
225,Queen West,Sizzler Kabab,M5V 1M0,"754 King Street West, Old Toronto, ON M5V 1M0, Canada",43.643582200540756,-79.4051733
226,Queen West,Lee Restaurant,M5V 1M3,"King Street West, Old Toronto, ON M5V 1M3, Canada",43.644218200540756,-79.40038999999999
227,Queen West,Lou Dawgs,M5V 1M3,"King Street West, Old Toronto, ON M5V 1M3, Canada",43.64424800054075,-79.40029959999998
228,Toronto College West,Pompette,M6G 3A7,"597 College Street, Old Toronto, ON M6G 3A7, Canada",43.65507910054064,-79.413977
229,Toronto College West,Tondou Ramen,M6G 1C2,"596 College Street, Old Toronto, ON M6G 1C2, Canada",43.655303200540615,-79.41406420000001
230,Toronto College West,Nile River,M6G 1B4,"598 College Street, Old Toronto, ON M6G 1B4, Canada",43.655280200540616,-79.4141342
231,Toronto College West,Café Diplomatico,M6G 1B3,"594 College Street, Old Toronto, ON M6G 1B3, Canada",43.65536900054062,-79.4137306
232,Toronto College West,La Forchetta,M6G 1B5,"613 College Street, Old Toronto, ON M6G 1B5, Canada",43.65505750054062,-79.4141576
233,Toronto College West,Hot Mess,M6G 1B5,"615 College Street, Old Toronto, ON M6G 1B5, Canada",43.65504920054062,-79.4141986
234,Toronto College West,Grancardo,M6G 1C2,"College Street, Old Toronto, ON M6G 1C2, Canada",43.65517270054063,-79.4135308
235,Toronto College West,Hapa Izakaya,M6G 1B4,"602 College Street, Old Toronto, ON M6G 1B4, Canada",43.65525500054061,-79.4142636
236,Toronto College West,Trattoria Taverniti,M6G 1C2,"591 College Street, Old Toronto, ON M6G 1C2, Canada",43.65514670054062,-79.4134866
237,Toronto College West,Pizzeria Libretto,M6G 1C2,"589 College Street, Old Toronto, ON M6G 1C2, Canada",43.65514990054062,-79.41345949999999
238,Toronto College West,Utopia,M6G 1B3,"586 College Street, Old Toronto, ON M6G 1B3, Canada",43.65541760054062,-79.41349549999998
239,Toronto College West,Rudy,M6G 1B5,"619 College Street, Old Toronto, ON M6G 1B5, Canada",43.655010400540625,-79.4144004
240,Toronto College West,Sidecar Restaurant,M6G 1B2,"577 College Street, Old Toronto, ON M6G 1B2, Canada",43.655230300540616,-79.413163
241,Toronto College West,Dining Room,M6G 1C2,"College Street, Old Toronto, ON M6G 1C2, Canada",43.65524600054061,-79.41308679999999
242,Toronto College West,BellyBuster,M6G 1B3,"572 College Street, Old Toronto, ON M6G 1B3, Canada",43.65552400054061,-79.4129587
243,Toronto College West,Weldon Park,M6G 1B2,"569 College Street, Old Toronto, ON M6G 1B2, Canada",43.655311700540615,-79.41282319999999
244,Toronto College West,Sashimi Island,M6G 1B4,"635 College Street, Old Toronto, ON M6G 1B4, Canada",43.65488000054062,-79.4149479
245,Toronto College West,Duff's Famous Wings,M6G 1B1,"558 College Street, Old Toronto, ON M6G 1B1, Canada",43.655711200540615,-79.41220669999998
246,Toronto College West,Pimentas Grill,M6G 1B8,"648 College Street, Old Toronto, ON M6G 1B8, Canada",43.65514440054063,-79.4160525
247,Toronto College West,Kasai Grill House,M6G 1B8,"650 College Street, Old Toronto, ON M6G 1B8, Canada",43.65515610054063,-79.4161357
248,Toronto College West,Rush,M6G 1B1,"546 College Street, Old Toronto, ON M6G 1B1, Canada",43.65581820054061,-79.4117175
249,Toronto College West,Perla,M6G 1A6,"College Street, Old Toronto, ON M6G 1A6, Canada",43.65551670054062,-79.4115552
250,Toronto College West,La Perla,M6G 1A9,"539 College Street, Old Toronto, ON M6G 1A9, Canada",43.65551980054062,-79.41155060000001
251,Toronto College West,The Fish Store & Yunes Sandwiches,M6G 1B7,"657 College Street, Old Toronto, ON M6G 1B7, Canada",43.65492790054063,-79.4162674
252,Toronto College West,Come See Me,M6G 1B8,"656 College Street, Old Toronto, ON M6G 1B8, Canada",43.65518890054061,-79.41631679999999
253,Toronto College West,Ghazale On College,M6G 1B7,"661 College Street, Old Toronto, ON M6G 1B7, Canada",43.65492740054062,-79.4163348
254,Toronto College West,Vivoli,M6G 1B7,"665 College Street, Old Toronto, ON M6G 1B7, Canada",43.65490990054063,-79.41646129999998
255,Toronto College West,The Captains Boil,M6G 1B9,"671 College Street, Old Toronto, ON M6G 1B9, Canada",43.65500750054062,-79.4170973
256,Toronto College West,Harry's Charbroiled,M6J 2J3,"293 Palmerston Avenue, Old Toronto, ON M6J 2J3, Canada",43.655674200540616,-79.4098907
257,Toronto College West,Dai Lo,M6G 1A6,"College Street, Old Toronto, ON M6G 1A6, Canada",43.6558594005406,-79.40981780000001
258,Toronto College West,La Carnita,M6G 1A5,"501 College Street, Old Toronto, ON M6G 1A5, Canada",43.65587270054062,-79.4097339
259,Toronto College West,odd burger,M6G 1A4,"492 College Street, Old Toronto, ON M6G 1A4, Canada",43.65623060054061,-79.4097199
260,Toronto College West,Tata Kabab,M6G 1C2,"719 College Street, Old Toronto, ON M6G 1C2, Canada",43.65503760054063,-79.4185674
261,Toronto College West,Rhum Corner,M6J 1W3,"926 Dundas Street West, Old Toronto, ON M6J 1W3, Canada",43.650957300540675,-79.41318539999999
262,Toronto College West,The Black Hoof,M6J 1W3,"928 Dundas Street West, Old Toronto, ON M6J 1W3, Canada",43.65094770054067,-79.41325049999999
263,Toronto College West,Revival,M6G 1C2,"783 College Street, Old Toronto, ON M6G 1C2, Canada",43.654667165082024,-79.4199571815452
264,Toronto College West,Garrison Creek,M6G 1C2,"760A College Street, Old Toronto, ON M6G 1C2, Canada",43.65511690054063,-79.4199286
265,Toronto College West,Lucky Shrike,M6J 1W1,"850 Dundas Street West, Old Toronto, ON M6J 1W1, Canada",43.65157530054066,-79.410327
266,Toronto College West,Santa Marta,M6J 1W1,"869 Dundas Street West, Old Toronto, ON M6J 1W1, Canada",43.65124250054068,-79.41066250000002
267,Toronto College West,The Fourth Man in the Fire,M6J 1W1,"Dundas Street West, Old Toronto, ON M6J 1W1, Canada",43.65170570054066,-79.40960529999998
268,Toronto College West,La Palma,M6J 1W1,"Dundas Street West, Old Toronto, ON M6J 1W1, Canada",43.65134750054067,-79.4101178
269,Toronto College West,Oxtail Pho - Banh Mi & Vegetarian,M6J 1V3,"814 Dundas Street West, Old Toronto, ON M6J 1V3, Canada",43.65184020054066,-79.40896449999998
270,Toronto College West,Colaba Junction,M5T 1T1,"Bathurst Street, Old Toronto, ON M5T 1T1, Canada",43.65455230054063,-79.407089
271,Toronto College West,Nirvana,M5T 1T3,"434 College Street, Old Toronto, ON M5T 1T3, Canada",43.6567140005406,-79.4073162
272,Toronto College West,Copper Branch,M5T 1T1,"Bathurst Street, Old Toronto, ON M5T 1T1, Canada",43.65447140054064,-79.40705709999999
273,Toronto College West,Fonda Balam,M6J 1V3,"802 Dundas Street West, Old Toronto, ON M6J 1V3, Canada",43.65189200054067,-79.40867279999999
274,Toronto College West,Regina Trattoria & Pizzeria,M6G 1C2,"782 College Street, Old Toronto, ON M6G 1C2, Canada",43.65488550054063,-79.42089159999999
275,Toronto College West,Jack and Lil's,M6J 1V4,"823 Dundas Street West, Old Toronto, ON M6J 1V4, Canada",43.65157530054066,-79.4089471
276,Toronto College West,Istanbul Shawarma,M5T 1T3,"430 College Street, Old Toronto, ON M5T 1T3, Canada",43.656738200540595,-79.40719259999999
277,Toronto Yorkville,The Oxley,M5R 1C4,"121 Yorkville Avenue, Old Toronto, ON M5R 1C4, Canada",43.67053573992822,-79.39295086291513
278,Toronto Yorkville,Amber Restaurant And Bar,M5R 1B9,"119 Yorkville Avenue, Old Toronto, ON M5R 1B9, Canada",43.67064800054042,-79.3929335
279,Toronto Yorkville,Kasamoto,M5R 1C1,"115 Yorkville Avenue, Old Toronto, ON M5R 1C1, Canada",43.670619546092304,-79.39277152980416
280,Toronto Yorkville,Hemingway's,M5R 3V5,"142 Cumberland Street, Old Toronto, ON M5R 3V5, Canada",43.67000630054042,-79.39289379999998
281,Toronto Yorkville,Shogun Japanese Restaurant & Sushi Bar,M5R 3V5,"Cumberland Street, Old Toronto, ON M5R 3V5, Canada",43.66994700054042,-79.393286
282,Toronto Yorkville,Jacques Bistro du Parc,M5R 3V5,"Cumberland Street, Old Toronto, ON M5R 3V5, Canada",43.67020720054042,-79.3921078
283,Toronto Yorkville,Alobar,M5R 3V5,"162 Cumberland Street, Old Toronto, ON M5R 3V5, Canada",43.66995700054042,-79.39359359999999
284,Toronto Yorkville,Chabrol,M5R 1B9,"90 Yorkville Avenue, Old Toronto, ON M5R 1B9, Canada",43.6712821005404,-79.3920785
285,Toronto Yorkville,Sushi Inn,M5R 3V5,"Cumberland Street, Old Toronto, ON M5R 3V5, Canada",43.67022850054042,-79.3918817
286,Toronto Yorkville,Sorelle and Co.,M5R 0B4,"155 Yorkville Avenue, Old Toronto, ON M5R 0B4, Canada",43.67030250054042,-79.3944791
287,Toronto Yorkville,Il Posto Nuovo,M5R 2G2,"Avenue Road, Old Toronto, ON M5R 2G2, Canada",43.67071980054042,-79.39465279999999
288,Toronto Yorkville,Yamato,M5R 1B8,"Bellair Street, Old Toronto, ON M5R 1B8, Canada",43.67061950054042,-79.3912247
289,Toronto Yorkville,sassafraz,M5R 3V5,"100 Cumberland Street, Old Toronto, ON M5R 3V5, Canada",43.67039350054043,-79.39108589999998
290,Toronto Yorkville,Trattoria Nervosa,M5R 1B8,"Bellair Street, Old Toronto, ON M5R 1B8, Canada",43.67105340054041,-79.3910963
291,Toronto Yorkville,Vaticano Ristorante,M5R 1B8,"Bellair Street, Old Toronto, ON M5R 1B8, Canada",43.670752900540414,-79.39096939999999
292,Toronto Yorkville,Dynasty Chinese Cuisine,M5R 1B8,"Yorkville Avenue, Old Toronto, ON M5R 1B8, Canada",43.67109900054041,-79.39101479999998
293,Toronto Yorkville,70 Down Yorkville,M5R 1B8,"70 Yorkville Avenue, Old Toronto, ON M5R 1B8, Canada",43.67136640054041,-79.39103399999999
294,Toronto Yorkville,Dynasty Chinese Cuisine  (Last Straw Distillery),M5R 1B8,"69 Yorkville Avenue, Old Toronto, ON M5R 1B8, Canada",43.67104900054041,-79.39083199999999
295,Toronto Yorkville,Flo's,M5R 1B8,"70 Yorkville Avenue, Old Toronto, ON M5R 1B8, Canada",43.67128240054041,-79.39087089999998
296,Toronto Yorkville,Annona Restaurant,M5R 2G2,"Avenue Road, Old Toronto, ON M5R 2G2, Canada",43.669570300540435,-79.3946992
297,Toronto Yorkville,Utsav Indian Cuisine,M5R 1C1,"Genoa Street, Old Toronto, ON M5R 1C1, Canada",43.6711548005404,-79.3907718
298,Toronto Yorkville,Morton's Grille,M5R 2G2,"Prince Arthur Avenue, Old Toronto, ON M5R 2G2, Canada",43.66963270054043,-79.3948063
299,Toronto Yorkville,Dynasty Chinese Cuisine,M5S 1M1,"131 Bloor Street West, Old Toronto, ON M5S 1M1, Canada",43.668631500540435,-79.392987
300,Toronto Yorkville,Freshii,M5R 2B1,"Cumberland Street, Old Toronto, ON M5R 2B1, Canada",43.67062000054043,-79.390095
301,Toronto Yorkville,The Host Fine Indian Cuisine,M5R 2G2,"14 Prince Arthur Avenue, Old Toronto, ON M5R 2G2, Canada",43.669864500540434,-79.3958356
302,Toronto Yorkville,Miznon,M4W 2G8,"820 Yonge Street, Old Toronto, ON M4W 2G8, Canada",43.67046910054043,-79.3896094
303,Toronto Yorkville,Zin Restaurant,M5R 3J8,"Avenue Road, Old Toronto, ON M5R 3J8, Canada",43.672224900540385,-79.3958771
304,Toronto Yorkville,Planta,M5R 2B1,"1221 Bay Street, Old Toronto, ON M5R 2B1, Canada",43.67023740054043,-79.3894598
305,Toronto Yorkville,Pangaea,M4W 1A6,"60 Bloor Street West, Old Toronto, ON M4W 1A6, Canada",43.67013500054041,-79.389429
306,Toronto Yorkville,Clay,M5S 1M4,"111 Queen's Park, Old Toronto, ON M5S 1M4, Canada",43.668029700540444,-79.39328239999999
307,Toronto Yorkville,Over Easy,M5C 1S8,"208 Bloor Street West, Old Toronto, ON M5C 1S8, Canada",43.66855370054043,-79.39578449999999
308,Toronto Yorkville,Museum Tavern Restaurant & Bar,M5C 1S8,"208 Bloor Street West, Old Toronto, ON M5C 1S8, Canada",43.66857900054045,-79.39589899999999
309,Toronto Yorkville,Eataly Toronto,M4W 1A6,"55 Bloor Street West, Old Toronto, ON M4W 1A6, Canada",43.66967140054042,-79.3887524
310,Toronto Yorkville,Fieramosca Cafe,M5R 2G2,"36A Prince Arthur Avenue, Old Toronto, ON M5R 2G2, Canada",43.66950140054043,-79.3973053
311,Toronto Yorkville,Opus Restaurant on Prince Arthur,M5R 2G2,"37 Prince Arthur Avenue, Old Toronto, ON M5R 2G2, Canada",43.66922210054043,-79.39721089999999
312,Toronto Yorkville,Blü Ristorante & Lounge,M4W 1L1,"17 Yorkville Avenue, Old Toronto, ON M4W 1L1, Canada",43.67156760054041,-79.3884266
313,Toronto Yorkville,Druxy's ROM Cafe,M5S 2C6,"100 Queen's Park, Old Toronto, ON M5S 2C6, Canada",43.667544700540454,-79.394906
314,Toronto Yorkville,Kathmandu Restaurant,M4W 2G4,"Cumberland Street, Old Toronto, ON M4W 2G4, Canada",43.67109660054041,-79.38794849999998
315,Toronto Yorkville,Caffe Di Portici,M4W 0A4,"10 Scollard Street, Old Toronto, ON M4W 0A4, Canada",43.67268380054039,-79.388621
316,Toronto Yorkville,Yorkville Crepes,M4W 1L1,"18 Yorkville Avenue, Old Toronto, ON M4W 1L1, Canada",43.671985200540405,-79.3878498
317,Toronto Yorkville,Dyne,M5R 2H6,"Bernard Avenue, Old Toronto, ON M5R 2H6, Canada",43.673780600540375,-79.3964482
318,Toronto Yorkville,Randy’s Roti & Doubles,M4W 0A4,"Scollard Street, Old Toronto, ON M4W 0A4, Canada",43.672546000540386,-79.387899
319,Toronto Yorkville,Lee Chen Asian Bistro,M4W 2G8,"813 Yonge Street, Old Toronto, ON M4W 2G8, Canada",43.6724694005404,-79.38746029999999
320,Toronto Yorkville,Crown & Dragon Restaurant,M4Y 2H2,"900 Yonge Street, Old Toronto, ON M4Y 2H2, Canada",43.67349610054039,-79.3882705
321,Toronto Yorkville,Jack Astor's,M4W 2G8,"Yonge Street, Old Toronto, ON M4W 2G8, Canada",43.67090620054041,-79.3868618
322,Toronto Yorkville,Kiro Sushi,M4W 2G8,"Collier Street, Old Toronto, ON M4W 2G8, Canada",43.6723075005404,-79.3872038
323,Toronto Yorkville,Osteria Giulia,M5R 2H6,"Avenue Road, Old Toronto, ON M5R 2H6, Canada",43.674358700540374,-79.3966575
324,Toronto Yorkville,EVOO,M5R 2H6,"138 Avenue Road, Old Toronto, ON M5R 2H6, Canada",43.674465100540374,-79.39667030000001
325,Toronto Yorkville,Cantine Bistro + Bar,M5R 2H6,"138 Avenue Road, Old Toronto, ON M5R 2H6, Canada",43.67445570054037,-79.39670309999998
326,Toronto Airport,Boccone trattoria veloce,L5P 1C4,"Service Road, Mississauga, ON L5P 1C4, Canada",43.67962050054029,-79.6166965
327,Toronto Airport,Wahlburgers,L5P 1B2,"Terminal 1 Departures, Mississauga, ON L5P 1B2, Canada",43.67827390054031,-79.61179609999999
328,Toronto Airport,Paramount Fine Foods,L5P 1C4,"Service Road, Mississauga, ON L5P 1C4, Canada",43.68274340054025,-79.6202261
329,Toronto Airport,Plaza Premium Lounge,L5P 1C4,"Service Road, Mississauga, ON L5P 1C4, Canada",43.68268740054024,-79.6203264
330,Toronto Airport,British Airways Lounge,L5P 1C4,"Service Road, Mississauga, ON L5P 1C4, Canada",43.682624800540246,-79.62039759999999
331,Toronto Airport,Airfrance KLM Lounge,L5P 1C4,"Service Road, Mississauga, ON L5P 1C4, Canada",43.68266410054025,-79.6204568
332,Toronto Airport,Lee Kitchen,L5P 1B2,"Terminal 1 Departures, Mississauga, ON L5P 1B2, Canada",43.676705900540334,-79.61250599999998
333,Toronto Airport,Bacardi Rum Bar,L5P 1B2,"Terminal 1 Departures, Mississauga, ON L5P 1B2, Canada",43.67668300054033,-79.61141369999999
334,Toronto Airport,Fionn MacCool's,L5P 1C4,"Arrivals - Taxi/Limo, Mississauga, ON L5P 1C4, Canada",43.6858615005402,-79.6214966
335,Toronto Airport,Plaza Premium Lounge,L5P 1C4,"Arrivals - Taxi/Limo, Mississauga, ON L5P 1C4, Canada",43.6859146005402,-79.62191410000001
336,Toronto Airport,Urban Crave,L5P 1C4,"Pier A Tunnel, Mississauga, ON L5P 1C4, Canada",43.685486200540204,-79.623291
337,Toronto Airport,Freshii,L5P 1C4,"Pier A Tunnel, Mississauga, ON L5P 1C4, Canada",43.68508230054022,-79.6237695
338,Toronto Airport,Freshii,L4V 1E1,"Pedestrian exit to Airport Road, Mississauga, ON L4V 1E1, Canada",43.68724920054018,-79.62194899999999
339,Ottawa City Centre,Nate's Deli,K1P 5M4,"152 Sparks Street, (Old) Ottawa, ON K1P 5M4, Canada",45.42198670042247,-75.69913049999998
340,Ottawa City Centre,Bier Markt,K1P 5C1,"156 Sparks Street, (Old) Ottawa, ON K1P 5C1, Canada",45.421717500422524,-75.69969799999998
341,Ottawa City Centre,3 Brewers,K1P 6C0,"240 Sparks Street, (Old) Ottawa, ON K1P 6C0, Canada",45.42091040042262,-75.7014335
342,Ottawa City Centre,Mulligans Golf Bar,K1P 5C9,"201 Queen Street, (Old) Ottawa, ON K1P 5C9, Canada",45.42085490042264,-75.7004001
343,Ottawa City Centre,Aiana,K1P 5M4,"50 O'Connor Street, (Old) Ottawa, ON K1P 5M4, Canada",45.421094000422585,-75.6988158
344,Ottawa City Centre,Riviera,K1P 5A0,"62 Sparks Street, (Old) Ottawa, ON K1P 5A0, Canada",45.42306907331924,-75.69632996061908
345,Ottawa City Centre,Shakey's,K1P 1A5,"111 Albert Street, (Old) Ottawa, ON K1P 1A5, Canada",45.42144350042255,-75.6974641
346,Ottawa City Centre,Carleton Grill,K1P 1A5,"150 Albert Street, (Old) Ottawa, ON K1P 1A5, Canada",45.42092450042262,-75.6975751
347,Ottawa City Centre,Rice & Roll Sushi,K1P 6C0,"234 Queen Street, (Old) Ottawa, ON K1P 6C0, Canada",45.420048100422726,-75.7016835
348,Ottawa City Centre,Red Pepper Thai-Viet,K1P 6C0,"246 Queen Street, (Old) Ottawa, ON K1P 6C0, Canada",45.42001310042272,-75.7017784
349,Ottawa City Centre,Mumbai Masala Cafe,K1P 6B9,"228 Albert Street, (Old) Ottawa, ON K1P 6B9, Canada",45.42001710042273,-75.6998397
350,Ottawa City Centre,Edoko Japanese Steak House,K1P 5C6,"64 Queen Street, (Old) Ottawa, ON K1P 5C6, Canada",45.422519600422426,-75.69585659999998
351,Ottawa City Centre,Mad Radish,K1P 1A5,"Albert Street, (Old) Ottawa, ON K1P 1A5, Canada",45.42146040042255,-75.6964503
352,Ottawa City Centre,Wilfred's,K1P 1C7,"1 Rideau Street, (Old) Ottawa, ON K1P 1C7, Canada",45.42536440042206,-75.6955164
353,Ottawa City Centre,ARC Lounge,K1P 5H3,"140 Slater Street, (Old) Ottawa, ON K1P 5H3, Canada",45.42047600042267,-75.6968126
354,Ottawa City Centre,Spin Kitchen & Bar,K1P 6Z0,"100 Kent Street, (Old) Ottawa, ON K1P 6Z0, Canada",45.41968710042276,-75.70331299999998
355,Ottawa City Centre,C’est Japon À Suisha,K1P 5H8,"208 Slater Street, (Old) Ottawa, ON K1P 5H8, Canada",45.41943920042278,-75.6991906
356,Ottawa City Centre,India Palace,K1P 6A9,"292 Albert Street, (Old) Ottawa, ON K1P 6A9, Canada",45.419064103201755,-75.70177561841932
357,Ottawa City Centre,Bibliothèque Café,K1P 6L7,"88 Slater Street, (Old) Ottawa, ON K1P 6L7, Canada",45.42134530042256,-75.6954256
358,Ottawa City Centre,Kyoto Sushi,K1P 5N7,"132 Bank Street, (Old) Ottawa, ON K1P 5N7, Canada",45.419196200422824,-75.69980999999999
359,Ottawa City Centre,Nando's,K1A 0G5,"90 Elgin Street, (Old) Ottawa, ON K1A 0G5, Canada",45.42222820042245,-75.6946296
360,Ottawa City Centre,Festival Japan,K1R 7Y6,"149 Kent Street, (Old) Ottawa, ON K1R 7Y6, Canada",45.418879200422865,-75.7020756
361,Ottawa City Centre,Sansotei Ramen,K1P 5N7,"153 Bank Street, (Old) Ottawa, ON K1P 5N7, Canada",45.41893780042287,-75.69922289999998
362,Ottawa City Centre,Zoé's Lounge,K1N 8W5,"1 Rideau Street, (Old) Ottawa, ON K1N 8W5, Canada",45.42532600042207,-75.6945142
363,Ottawa City Centre,GoGiYa,K1P 5N7,"155 Bank Street, (Old) Ottawa, ON K1P 5N7, Canada",45.41890550042286,-75.69919519999999
364,Ottawa City Centre,Mad Radish,K1P 5H9,"275 Slater Street, (Old) Ottawa, ON K1P 5H9, Canada",45.41874250042288,-75.7018907
365,Ottawa City Centre,Kasbah Village Moroccan Cuisine,K1P 5J9,"Laurier Avenue West, (Old) Ottawa, ON K1P 5J9, Canada",45.4193044004228,-75.6974946
366,Ottawa City Centre,Milestones,K1N 8W5,"700 Sussex Drive, (Old) Ottawa, ON K1N 8W5, Canada",45.42560840042205,-75.6941768
367,Ottawa City Centre,Thali,K1P 5J9,"Laurier Avenue West, (Old) Ottawa, ON K1P 5J9, Canada",45.41907480042284,-75.69722919999998
368,Ottawa City Centre,Metropolitan Restaurant,K1N 8W5,"700 Sussex Drive, (Old) Ottawa, ON K1N 8W5, Canada",45.42558780042205,-75.6940152
369,Ottawa City Centre,Grill Forty One Restaurant & Bar,K1A 0G5,"100 Elgin Street, (Old) Ottawa, ON K1A 0G5, Canada",45.42168510042252,-75.69394569999999
370,Ottawa City Centre,The Rox,K1P 5M2,"123 Metcalfe Street, (Old) Ottawa, ON K1P 5M2, Canada",45.42039540042266,-75.6949429
371,Ottawa City Centre,Eggspectation,K2P 1W7,"171 Bank Street, (Old) Ottawa, ON K2P 1W7, Canada",45.418415100422905,-75.6987046
372,Ottawa City Centre,Eatz,K1R 7X7,"350 Albert Street, (Old) Ottawa, ON K1R 7X7, Canada",45.418240800422936,-75.7027423
373,Ottawa City Centre,Tosca,K2P 0A2,"144 O'Connor Street, (Old) Ottawa, ON K2P 0A2, Canada",45.41880460042287,-75.69694879999999
374,Ottawa City Centre,Japanese Village Steak House,K1P 5J2,"168 Laurier Avenue West, (Old) Ottawa, ON K1P 5J2, Canada",45.42020300042272,-75.69461659999999
